sBytesAvg,rBytesAvg,sFinRate,rFinRate,sSynRate,rSynRate,sRstRate,rRstRate,sttl,rttl,sAckRate,rAckRate,sAckDelayMax,rAckDelayMax,sPackets,rPackets,protocol,sWinTCP,rWinTCP,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,NST_B_Label
65.0,58.545,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.496,5,11,IPV4-TCP,509.0,502.0,13.0,6.545,0.0006897449493408,0.0499588966369628,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.0,8,16,IPV4-TCP,509.0,502.0,13.0,6.0,0.0002125671931675,0.0001114686330159,0
65.0,58.545,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.497,5,11,IPV4-TCP,509.0,502.0,13.0,6.545,0.1247907876968383,0.04998619556427,0
65.0,57.143,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.0,4,7,IPV4-TCP,509.0,502.0,13.0,5.143,0.0013593832651774,0.0006816784540812,0
65.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.416,0.073,6,6,IPV4-TCP,509.0,502.0,13.0,10.0,0.0835999965667724,0.0982148170471191,1
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.499,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0555023352305094,0.0262938424160605,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.007,8,16,IPV4-TCP,509.0,502.0,13.0,6.0,0.0018915448869977,0.0009197394053141,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.003,0.486,12,24,IPV4-TCP,509.0,502.0,13.0,6.0,0.0452677336606112,0.0217306924902874,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.481,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0541525681813558,0.025675798717298,0
65.0,58.5,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.004,0.482,13,24,IPV4-TCP,509.0,502.0,13.0,6.5,0.0416262547175089,0.0217214356298032,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.198,0.202,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0205172538757324,0.0293583529336111,0
65.0,58.75,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.489,8,16,IPV4-TCP,509.0,502.0,13.0,6.75,0.0012638568878173,0.0333053429921468,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.199,0.201,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0201117515563964,0.0286870683942522,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.221,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0202187538146972,0.0289231368473597,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.2,0.201,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.020020043849945,0.0286607231412615,0
65.0,59.636,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.218,14,22,IPV4-TCP,509.0,502.0,13.0,7.636,0.0322966759021465,0.0200162842160179,1
58.962,60.211,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.064,0.268,26,19,IPV4-TCP,509.0,502.0,6.5,8.211,0.0143940448760986,0.0200092262691921,0
65.0,57.455,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.0,5,11,IPV4-TCP,509.0,502.0,13.0,5.455,0.0008084774017333,0.0454374074935913,0
65.0,59.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.493,8,15,IPV4-TCP,509.0,502.0,13.0,7.2,0.0713027204786028,0.0357017857687813,0
65.0,58.194,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.496,16,31,IPV4-TCP,509.0,502.0,13.0,6.194,0.0332748730977376,0.0166468063990275,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.0,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,9.775161743164062e-05,5.53131103515625e-05,0
65.0,60.308,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.004,0.49,8,13,IPV4-TCP,509.0,502.0,13.0,8.308,0.0007837159293038,0.0416005055109659,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.003,0.484,13,26,IPV4-TCP,509.0,502.0,13.0,6.0,0.0415997505187988,0.0199929618835449,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.497,4,8,IPV4-TCP,509.0,502.0,13.0,6.0,0.166274627049764,0.0713702951158796,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.194,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0201630473136901,0.0288259983062744,0
65.0,58.545,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.496,5,11,IPV4-TCP,509.0,502.0,13.0,6.545,0.0007665157318115,0.049956202507019,0
65.0,58.373,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.004,0.222,1288,2427,IPV4-TCP,509.0,502.0,13.0,6.373,0.0003884125793267,0.0002060498664522,1
64.5,64.5,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.144,0.154,8,8,IPV4-TCP,505.5,505.5,12.5,12.5,0.0696830068315778,0.0694408757346017,1
65.0,59.059,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.491,10,17,IPV4-TCP,509.0,502.0,13.0,7.059,0.0550845464070638,0.0310117453336715,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.483,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0540511343214246,0.0256338495957224,0
42.0,42.0,,,,,,,,,,,,,1,1,ARP,,,0.0,0.0,,,1
65.0,59.385,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.042,8,13,IPV4-TCP,509.0,502.0,13.0,7.385,0.0013337135314941,0.0042896668116251,0
59.35,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.218,0.199,20,15,IPV4-TCP,503.05,506.2,7.35,10.2,0.0217900527151007,0.0296229124069213,0
65.0,59.636,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.17,14,22,IPV4-TCP,509.0,502.0,13.0,7.636,0.0358126163482666,0.0221578620728992,1
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.008,0.448,16,32,IPV4-TCP,509.0,502.0,13.0,6.0,0.0320584774017334,0.0155296171865155,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.197,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0204514503479003,0.0292505707059587,0
65.0,58.536,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.003,0.246,1666,3057,IPV4-TCP,509.0,502.0,13.0,6.536,0.0003002181067481,0.000163479703259,1
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.201,0.203,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0201635956764221,0.0288175003869192,0
59.35,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.193,0.199,20,15,IPV4-TCP,503.05,506.2,7.35,10.2,0.0236099895678068,0.0291922092437744,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.204,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0207760572433471,0.0296449320656912,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.482,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0544612407684326,0.0258211085670872,0
65.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.489,9,12,IPV4-TCP,509.0,502.0,13.0,8.0,0.0624036192893981,0.0452999201687899,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.203,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0206143975257873,0.0294758592333112,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.174,14,28,IPV4-TCP,509.0,502.0,13.0,6.0,0.0321279855874868,0.0154870351155598,1
59.35,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.196,0.203,20,15,IPV4-TCP,503.05,506.2,7.35,10.2,0.0212407363088507,0.0288369996207101,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.482,16,32,IPV4-TCP,509.0,502.0,13.0,6.0,0.0330822626749674,0.016022712953629,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.003,0.484,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0545328987969292,0.0260033231032522,0
65.0,59.68,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.482,15,25,IPV4-TCP,509.0,502.0,13.0,7.68,0.0356572185243879,0.0208274225393931,0
65.0,58.667,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.003,0.49,10,18,IPV4-TCP,509.0,502.0,13.0,6.667,0.0554520024193657,0.0293779373168945,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.376,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0424160957336425,0.0200976823505602,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.203,0.205,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0200582027435302,0.0285900831222534,0
65.0,58.6,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.204,11,20,IPV4-TCP,509.0,502.0,13.0,6.6,0.0406082868576049,0.0214409451735647,1
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.2,0.201,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0205833435058593,0.0294043506894792,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.0,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.0001540184020996,7.920795016818577e-05,0
65.0,58.316,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.491,9,19,IPV4-TCP,509.0,502.0,13.0,6.316,0.0623152554035186,0.0277483330832587,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.222,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0205960035324096,0.0294819389070783,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.001,8,16,IPV4-TCP,509.0,502.0,13.0,6.0,0.0006418568747384,0.0003613313039143,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.211,0.206,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0213211417198181,0.0304124355316162,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.209,7,14,IPV4-TCP,509.0,502.0,13.0,6.0,0.0734496514002482,0.0339530798105093,1
65.0,59.421,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.005,0.252,1239,2002,IPV4-TCP,509.0,502.0,13.0,7.421,0.0004038610442967,0.0002497436403334,1
65.0,57.333,0.0,0.0,0.0,0.0,0.0,0.0,63.5,63.5,1.0,1.0,0.0,0.0,10,18,IPV4-TCP,509.0,502.0,13.0,5.333,5.9763590494791664e-05,3.1583449419806985e-05,1
65.0,58.316,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.491,10,19,IPV4-TCP,509.0,502.0,13.0,6.316,0.0555192364586724,0.0277513795428805,0
65.0,58.462,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.49,6,13,IPV4-TCP,509.0,502.0,13.0,6.462,0.0018850326538085,0.0416481693585713,0
65.0,57.143,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.156,0.189,3,7,IPV4-TCP,509.0,502.0,13.0,5.143,0.1720759868621826,0.0820166667302449,1
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.003,0.001,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.0017259716987609,0.0008171134524875,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.001,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.0007770061492919,0.0004113250308566,0
65.0,60.308,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.496,9,13,IPV4-TCP,509.0,502.0,13.0,8.308,0.0624802410602569,0.0416540702184041,0
42.0,,,,,,,,,,,,,,1,0,ARP,,,0.0,,,,1
40.0,44.0,0.0,0.0,0.0,1.0,1.0,0.0,64.0,47.835,1.0,0.0,0.0,,5356,5356,IPV4-TCP,0.0,1024.0,0.0,0.0,9.335986261162994e-05,9.336026331512422e-05,1
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.221,11,22,IPV4-TCP,509.0,502.0,13.0,6.0,0.046748399734497,0.0222803751627604,1
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.001,8,16,IPV4-TCP,509.0,502.0,13.0,6.0,0.0009417193276541,0.0004798730214436,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.001,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.0008465051651,0.0004218949211968,0
65.0,58.545,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.497,5,11,IPV4-TCP,509.0,502.0,13.0,6.545,0.0006467700004577,0.0499747991561889,0
59.35,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.198,0.2,20,15,IPV4-TCP,503.05,506.2,7.35,10.2,0.0211552067806846,0.0287149974278041,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.197,0.201,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0201903104782104,0.0288882085255214,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.202,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0205205917358398,0.0292304243360246,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.196,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0202124595642089,0.0289039271218436,0
65.0,57.684,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.483,10,19,IPV4-TCP,509.0,502.0,13.0,5.684,0.0542675654093424,0.0271279414494832,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.233,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0260974301232232,0.0123666211178428,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.204,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0210152983665466,0.0298819371632167,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.223,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0225366950035095,0.0291639907019478,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.207,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0204799532890319,0.0292780739920479,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.223,0.206,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0213711977005004,0.0305931568145751,0
59.35,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.208,0.2,20,15,IPV4-TCP,503.05,506.2,7.35,10.2,0.021039046739277,0.0286392143794468,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.003,0.466,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0527151160769992,0.0250069467644942,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.001,8,16,IPV4-TCP,509.0,502.0,13.0,6.0,0.0005304132189069,0.0002918084462483,0
65.0,58.783,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.487,14,23,IPV4-TCP,509.0,502.0,13.0,6.783,0.0383412287785456,0.0226499600843949,0
65.0,58.462,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.482,8,13,IPV4-TCP,509.0,502.0,13.0,6.462,0.069890022277832,0.0407488346099853,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.201,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0223220467567443,0.029016443661281,0
65.0,58.857,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.491,11,21,IPV4-TCP,509.0,502.0,13.0,6.857,0.0499002933502197,0.0249647498130798,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.2,0.203,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0202649474143981,0.0289412225995744,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.484,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0546160009172227,0.0259054209056653,0
59.35,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.192,0.201,20,15,IPV4-TCP,503.05,506.2,7.35,10.2,0.0229316761619166,0.028143082346235,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.191,0.198,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0201654434204101,0.0287439993449619,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.2,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0201039433479309,0.0282672132764543,0
65.0,59.385,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.044,8,13,IPV4-TCP,509.0,502.0,13.0,7.385,0.001894439969744,0.0049938360850016,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.495,16,32,IPV4-TCP,509.0,502.0,13.0,6.0,0.0332274754842122,0.016081610033589,0
65.0,61.333,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.043,8,9,IPV4-TCP,509.0,502.0,13.0,9.333,0.0015704291207449,0.0067983865737915,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.0,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.0002604722976684,0.0001342296600341,0
59.35,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.198,0.2,20,15,IPV4-TCP,503.05,506.2,7.35,10.2,0.0235243094594855,0.0290111473628452,0
65.0,57.647,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.0,8,17,IPV4-TCP,509.0,502.0,13.0,5.647,0.0001929828098842,0.0273619890213012,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.156,14,28,IPV4-TCP,509.0,502.0,13.0,6.0,0.0325712974254901,0.0157514413197835,1
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.185,11,22,IPV4-TCP,509.0,502.0,13.0,6.0,0.0389240980148315,0.0185488178616478,1
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.485,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0547420183817545,0.025959102731002,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.003,0.485,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0554911295572916,0.0263022121630216,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.006,8,16,IPV4-TCP,509.0,502.0,13.0,6.0,0.0018385819026402,0.000927464167277,0
65.0,58.857,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.008,0.479,16,28,IPV4-TCP,509.0,502.0,13.0,6.857,0.033240000406901,0.0184861818949381,0
,58.0,,0.0,,0.0,,0.0,,64.0,,1.0,,,0,2,IPV4-TCP,,502.0,,6.0,,0.4997529983520508,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.49,6,12,IPV4-TCP,509.0,502.0,13.0,6.0,0.0998735904693603,0.0454308119687167,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.004,0.003,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.0019867420196533,0.0013245476616753,0
40.0,44.0,0.0,0.0,0.0,1.0,1.0,0.0,64.0,48.008,1.0,0.0,0.0,,2633,2633,IPV4-TCP,0.0,1024.0,0.0,0.0,0.000189933914544,0.0001899365414964,1
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.001,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.0005155205726623,0.000252882639567,0
65.0,57.455,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.004,0.001,5,11,IPV4-TCP,509.0,502.0,13.0,5.455,0.0016525387763977,0.0470922946929931,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.198,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0204134941101074,0.0292055095945085,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.493,7,14,IPV4-TCP,509.0,502.0,13.0,6.0,0.0830953518549601,0.0383779085599459,0
,42.0,,,,,,,,,,,,,0,2,ARP,,,,0.0,,0.0012781620025634,1
65.0,58.4,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.491,7,15,IPV4-TCP,509.0,502.0,13.0,6.4,0.0830023288726806,0.0356727838516235,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.197,0.204,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0202722072601318,0.0289775644029889,0
65.0,57.793,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.185,14,29,IPV4-TCP,509.0,502.0,13.0,5.793,0.0356992941636305,0.0176314285823277,1
59.35,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.198,0.201,20,15,IPV4-TCP,503.05,506.2,7.35,10.2,0.0211086900610672,0.0286734274455479,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.49,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0553143289354112,0.0262205224288137,0
65.0,58.947,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.488,11,19,IPV4-TCP,509.0,502.0,13.0,6.947,0.0499438047409057,0.0277674463060167,0
58.696,63.604,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.362,0.19,2691,1426,IPV4-TCP,508.912,502.0,6.696,11.604,0.0001858546388193,0.0003506876292981,1
65.0,57.455,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.0,5,11,IPV4-TCP,509.0,502.0,13.0,5.455,0.0005580186843872,0.045470380783081,0
59.35,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.22,0.21,20,15,IPV4-TCP,503.05,506.2,7.35,10.2,0.0228283154337029,0.0310332093920026,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.203,0.204,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0203359484672546,0.029097352709089,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.198,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0201511979103088,0.0288331338337489,0
40.0,44.0,0.0,0.0,0.0,1.0,1.0,0.0,64.0,48.118,1.0,0.0,0.0,,4284,4283,IPV4-TCP,0.0,1024.0,0.0,0.0,0.0001167289124675,0.0001166765515016,1
65.0,58.353,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.491,9,17,IPV4-TCP,509.0,502.0,13.0,6.353,0.0624299943447113,0.0312116891145706,0
65.0,59.5,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.044,5,8,IPV4-TCP,509.0,502.0,13.0,7.5,0.001049518585205,0.0071708815438406,0
65.0,61.6,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.003,0.044,8,10,IPV4-TCP,509.0,502.0,13.0,9.6,0.0016234261648995,0.0064794487423366,0
65.0,58.353,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.495,8,17,IPV4-TCP,509.0,502.0,13.0,6.353,0.0005859988076346,0.0312344431877136,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.2,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0200967907905578,0.0287443569728306,0
