sBytesAvg,rBytesAvg,sFinRate,sttl,rttl,sAckDelayMax,rAckDelayMax,sPackets,rPackets,protocol,sWinTCP,rWinTCP,sInterPacketAvg,rInterPacketAvg,NST_B_Label
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0037335852781931,0.0069324719278435,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0037553707758585,0.0069370520742315,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.003057101677204,0.0046627772481817,0
69.333,70.6,0.167,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0029660340013175,0.0045220600931267,1
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0037650465965271,0.0069347306301719,0
85.0,192.25,0.0,64.0,64.0,0.003,0.022,2,4,IP:TCP,501.0,502.0,0.0246269702911376,0.0083543459574381,0
70.0,70.6,0.2,64.0,64.0,0.002,0.044,25,20,IP:TCP,13249.6,16671.75,0.0041088759899139,0.0074424743652343,1
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.003665417432785,0.0069335259889301,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.0,30,20,IP:TCP,11125.0,16671.75,0.0029429649484568,0.004488468170166,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.003,30,20,IP:TCP,11125.0,16671.75,0.003328487790864,0.0050771612870065,0
237.333,85.0,0.0,64.0,64.0,0.069,0.0,9,6,IP:TCP,502.0,501.0,0.0172192454338073,0.0274672031402587,1
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.002998450706745,0.0045726299285888,0
70.0,70.6,0.2,64.0,64.0,0.0,0.042,25,20,IP:TCP,13249.6,16671.75,0.003746747970581,0.0069355713693719,0
70.0,70.6,0.2,64.0,64.0,0.001,0.043,25,20,IP:TCP,13249.6,16671.75,0.0040048360824584,0.0073445219742624,1
192.25,85.0,0.0,64.0,64.0,0.044,0.0,4,2,IP:TCP,502.0,9786.0,0.0221756299336751,0.021846055984497,1
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0043423275152842,0.0077425178728605,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0036827524503072,0.0069363744635331,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.0,30,20,IP:TCP,11125.0,16671.75,0.0029451764863112,0.0044915299666555,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.006,30,20,IP:TCP,11125.0,16671.75,0.003166206951799,0.0048289048044305,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0030281379305083,0.0046179420069644,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0037651260693868,0.0069401515157599,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0039588809013366,0.0071247878827546,0
70.0,70.6,0.2,64.0,64.0,0.0,0.048,25,20,IP:TCP,13249.6,16671.75,0.0037154952685038,0.0068044662475585,0
70.0,70.667,0.2,64.0,64.0,0.001,0.047,30,24,IP:TCP,13249.6,16671.75,0.0032455181253367,0.0059058666229248,0
70.0,70.6,0.2,64.0,64.0,0.0,0.048,25,20,IP:TCP,13249.6,16671.75,0.0038756628831227,0.0071464212317215,0
70.0,70.6,0.2,64.0,64.0,0.002,0.047,25,20,IP:TCP,13249.6,16671.75,0.0051531692345937,0.0087643171611585,1
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0040042102336883,0.0072935756884123,0
70.0,70.6,0.2,64.0,64.0,0.0,0.042,25,20,IP:TCP,13249.6,16671.75,0.0037342905998229,0.0069378928134315,0
70.0,70.6,0.2,64.0,64.0,0.001,0.047,25,20,IP:TCP,13249.6,16671.75,0.003691166639328,0.0068043658607884,1
56.784,66.243,0.013,64.0,64.0,0.0,0.043,385,379,IP:TCP,933.382,1361.9160000000002,0.0002833232283592,0.0004016034817569,0
42.0,42.0,,,,,,2,2,ARP,,,2.5033950805664062e-05,1.5020370483398438e-05,1
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.0,30,20,IP:TCP,11125.0,16671.75,0.0029250342270423,0.004461363742226,0
70.0,70.6,0.2,64.0,64.0,0.001,0.044,25,20,IP:TCP,13249.6,16671.75,0.004172126452128,0.0075719482020327,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0038463274637858,0.0070613183473285,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0029851321516365,0.0045524270910965,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0038712918758392,0.0070700018029463,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0030485843789988,0.004649890096564,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0037936170895894,0.0069261601096705,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0036836663881937,0.0069395868401778,0
192.25,85.0,0.0,64.0,64.0,0.0279999999999999,0.0,4,2,IP:TCP,502.0,501.0,0.0097339948018391,0.028700828552246,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0029937563271358,0.004565954208374,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0037000079949696,0.0069362615284166,0
69.333,70.6,0.167,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.003204033292573,0.0048863134886089,1
67.735,71.667,0.252,64.0,64.0,0.009,0.0,1155,1027,IP:TCP,16785.834,18562.134,0.0004331195788325,0.0004871189013326,1
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0029756858431059,0.0045388999738191,0
70.0,70.667,0.2,64.0,64.0,0.0,0.044,30,24,IP:TCP,13249.6,16671.75,0.0031947267466577,0.0058273025180982,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0030163814281595,0.0046005750957288,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0037170052528381,0.0069357344978734,0
85.0,192.25,0.0,64.0,64.0,0.0,0.022,2,4,IP:TCP,501.5,502.0,0.0217950344085693,0.0073910554250081,0
69.333,70.667,0.1669999999999999,64.0,64.0,0.0,0.001,36,24,IP:TCP,11125.0,16671.75,0.0024809769221714,0.0037727355957031,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.001,0.001,30,20,IP:TCP,11125.0,16671.75,0.0030493407413877,0.0046509943510356,0
69.556,70.381,0.185,64.0,64.0,0.001,0.044,27,21,IP:TCP,14647.407,15902.095,0.0038770345541147,0.0071750998497009,1
70.0,70.6,0.2,64.0,64.0,0.0,0.047,25,20,IP:TCP,13249.6,16671.75,0.003853291273117,0.0073564805482563,0
70.0,70.6,0.2,64.0,64.0,0.001,0.043,25,20,IP:TCP,13249.6,16671.75,0.0038114190101623,0.0069373155895032,0
192.25,85.0,0.0,64.0,64.0,0.024,0.0,4,2,IP:TCP,502.0,1401.5,0.0083510080973307,0.0247399806976318,0
192.5,85.0,0.0,64.0,64.0,0.044,0.007,4,2,IP:TCP,502.0,501.0,0.02797532081604,0.0398910045623779,1
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0037620067596435,0.0069352200156763,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0038384993871053,0.0070785346784089,1
70.0,70.6,0.2,64.0,64.0,0.0,0.042,25,20,IP:TCP,13249.6,16671.75,0.0037376681963602,0.0069367885589599,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0037953654925028,0.0069362615284166,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0030259017286629,0.0046152566608629,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.001,0.0,30,20,IP:TCP,11125.0,16671.75,0.0030272089201828,0.004617314589651,0
192.5,85.0,0.0,64.0,64.0,0.0,0.0,2,1,IP:TCP,502.0,501.0,0.0003120899200439,,0
70.0,70.6,0.2,64.0,64.0,0.0,0.042,25,20,IP:TCP,13249.6,16671.75,0.0037416617075602,0.006934316534745,0
70.0,70.6,0.2,64.0,64.0,0.001,0.044,25,20,IP:TCP,13249.6,16671.75,0.0037465890248616,0.0070436251790899,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.0,30,20,IP:TCP,11125.0,16671.75,0.0029569658739813,0.0045066883689478,0
70.0,70.6,0.2,64.0,64.0,0.001,0.043,25,20,IP:TCP,13249.6,16671.75,0.0037917892138163,0.0069427364750912,0
42.0,42.0,,,,,,2,2,ARP,,,8.106231689453125e-06,1.2874603271484377e-05,0
69.333,70.6,0.167,64.0,64.0,0.0,0.0,30,20,IP:TCP,11125.0,16671.75,0.0029681715471991,0.0045269915932103,1
70.0,70.6,0.2,64.0,64.0,0.002,0.049,25,20,IP:TCP,13249.6,16671.75,0.0041088759899139,0.0075564258976986,1
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0038752953211466,0.0071442127227783,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.003020927823823,0.0046077903948332,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0039413770039876,0.0071457310726768,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0038533707459767,0.0070046374672337,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0037505825360616,0.00693857042413,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.0,30,20,IP:TCP,11125.0,16671.75,0.0029555846904886,0.0045080561386911,0
66.0,66.0,1.0,64.0,64.0,0.0,0.0,1,2,IP:TCP,1037.0,502.0,,0.0003120899200439,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.003,30,20,IP:TCP,11125.0,16671.75,0.0029715505139581,0.0045321113184878,0
42.0,42.0,,,,,,1,1,ARP,,,,,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.002973827822455,0.0045358883707146,0
194.5,85.0,0.0,64.0,64.0,0.064,0.002,8,4,IP:TCP,502.0,501.0,0.0224554198128836,0.0378093719482421,1
192.5,85.0,0.0,64.0,64.0,0.116,0.0,6,3,IP:TCP,502.0,1655.0,0.0280570030212402,0.0699949264526367,1
72.667,68.0,0.0,64.0,64.0,0.0,0.004,3,4,IP:TCP,21748.0,16671.75,8.392333984375e-05,0.0014259815216064,1
70.0,70.6,0.2,64.0,64.0,0.001,0.043,25,20,IP:TCP,13249.6,16671.75,0.0039123694101969,0.0071796868976793,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.003028236586472,0.0046188956812808,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0037895838419596,0.0069335887306614,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0038089652856191,0.0069362615284166,1
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0030114897366227,0.0045930460879677,0
70.0,70.6,0.2,64.0,64.0,0.002,0.043,25,20,IP:TCP,13249.6,16671.75,0.0040894150733947,0.0073915782727693,1
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.003849705060323,0.0071451538487484,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0029692732054611,0.0045278950741416,0
70.0,70.6,0.2,64.0,64.0,0.0,0.048,25,20,IP:TCP,13249.6,16671.75,0.003789742787679,0.0069318947039152,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0037046670913696,0.0068983655226858,0
72.667,68.0,0.0,64.0,64.0,0.001,0.012,3,4,IP:TCP,21748.0,16671.75,0.0003454685211181,0.004119316736857,1
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0038845837116241,0.0071352532035426,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0029933781459413,0.0045652640493292,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0037951270739237,0.0069756382390072,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0030194150990453,0.0046044148896869,0
85.0,210.571,0.0,64.0,64.0,0.0,0.053,4,7,IP:TCP,1168.5,502.0,0.0297076702117919,0.0148838361104329,1
42.0,42.0,,,,,,2,2,ARP,,,5.698204040527344e-05,3.409385681152344e-05,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.0,30,20,IP:TCP,11125.0,16671.75,0.0029448969610806,0.0044915801600406,0
70.0,70.6,0.2,64.0,64.0,0.019,0.045,25,20,IP:TCP,13249.6,16671.75,0.007254292567571,0.0115305749993575,1
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.003793329000473,0.0069367885589599,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0037890474001566,0.0069824770877235,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0036854644616444,0.0069347933719032,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0038040379683176,0.0069346302434017,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0039146641890207,0.0071484791605096,0
42.0,42.0,,,,,,1,1,ARP,,,,,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0039232472578684,0.0071443633029335,0
70.0,70.6,0.2,64.0,64.0,0.001,0.042,25,20,IP:TCP,13249.6,16671.75,0.0039787987867991,0.0071540004328677,1
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0040882428487141,0.0073580992849249,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0029678920219684,0.0045267280779386,0
69.63600000000001,70.667,0.2269999999999999,64.0,64.0,0.001,0.043,22,18,IP:TCP,12090.727,14875.889,0.0042531944456554,0.0077614784240722,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0029660340013175,0.0045234153145237,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.003643661737442,0.0067261018251117,0
85.0,192.5,0.0,64.0,64.0,0.003,0.055,3,6,IP:TCP,9809.0,502.0,0.0435725450515747,0.0180881977081298,1
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0037805438041687,0.0070418433139198,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.003808836142222,0.0069386833592465,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0029768614933408,0.0045401548084459,0
70.0,70.6,0.2,64.0,64.0,0.0,0.045,25,20,IP:TCP,13249.6,16671.75,0.003848244746526,0.0071466847469932,0
85.0,192.25,0.0,64.0,64.0,0.0,0.021,2,4,IP:TCP,501.0,502.0,0.0215270519256591,0.007279634475708,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0038024981816609,0.0070579930355674,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0037904183069864,0.0070254677220394,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0036907990773518,0.0067919931913677,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0039639174938201,0.0073061491313733,0
192.5,85.0,0.0,64.0,64.0,0.043,0.0,4,2,IP:TCP,502.0,3612.0,0.0223156611124674,0.0233840942382812,1
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.002972413753641,0.0045336296683863,0
70.0,70.6,0.2,64.0,64.0,0.001,0.044,25,20,IP:TCP,13249.6,16671.75,0.003788004318873,0.006928054909957,0
70.0,70.6,0.2,64.0,64.0,0.001,0.043,25,20,IP:TCP,13249.6,16671.75,0.0039088726043701,0.007157426131399,0
85.0,192.25,0.0,64.0,64.0,0.0,0.022,2,4,IP:TCP,501.0,502.0,0.0222430229187011,0.0074953238169352,0
69.333,70.6,0.167,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0029795827536747,0.0045441075375205,1
70.0,70.6,0.2,64.0,64.0,0.001,0.044,25,20,IP:TCP,13249.6,16671.75,0.0045884946982065,0.0079956305654425,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0029819669394657,0.0045483112335205,0
192.25,85.0,0.0,64.0,64.0,0.0289999999999999,0.001,4,2,IP:TCP,502.0,501.0,0.0101020336151123,0.0298418998718261,0
70.0,70.6,0.2,64.0,64.0,0.001,0.044,25,20,IP:TCP,13249.6,16671.75,0.0038164258003234,0.0071396325763903,0
69.333,70.667,0.1669999999999999,64.0,64.0,0.0,0.001,36,24,IP:TCP,11125.0,16671.75,0.0025207996368408,0.0038334805032481,0
70.0,70.6,0.2,64.0,64.0,0.0,0.048,25,20,IP:TCP,13249.6,16671.75,0.0039157072703043,0.0071474627444618,0
192.25,85.0,0.0,64.0,64.0,0.022,0.0,4,2,IP:TCP,502.0,501.0,0.0074857076009114,0.0220649242401123,1
70.0,70.6,0.2,64.0,64.0,0.001,0.048,25,20,IP:TCP,13249.6,16671.75,0.0038253764311472,0.0070942577562834,0
69.333,70.6,0.167,64.0,64.0,0.0,0.007,30,20,IP:TCP,11125.0,16671.75,0.0030331364993391,0.0046244169536389,1
70.0,70.6,0.2,64.0,64.0,0.001,0.046,25,20,IP:TCP,13249.6,16671.75,0.003938208023707,0.0073467430315519,1
85.0,192.25,0.0,64.0,64.0,0.0,0.019,2,4,IP:TCP,501.0,502.0,0.0191900730133056,0.0065356890360514,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0037409166495005,0.0069366379788047,0
70.0,70.667,0.2,64.0,64.0,0.0,0.044,30,24,IP:TCP,13249.6,16671.75,0.0035371369328992,0.0062562590060026,0
70.0,70.667,0.2,64.0,64.0,0.0,0.045,30,24,IP:TCP,13249.6,16671.75,0.0031391012257543,0.0057301832282024,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0037025014559427,0.0069257460142436,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0037127137184143,0.0068983655226858,0
69.333,70.6,0.167,64.0,64.0,0.0,0.0,30,20,IP:TCP,11125.0,16671.75,0.0029275170687971,0.0044649023758737,1
42.0,42.0,,,,,,2,2,ARP,,,1.2159347534179688e-05,1.1205673217773438e-05,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.0,30,20,IP:TCP,11125.0,16671.75,0.002926415410535,0.0044635346061305,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0040224989255269,0.0073801592776649,1
69.333,70.6,0.167,64.0,64.0,0.001,0.0,30,20,IP:TCP,11125.0,16671.75,0.00301220499236,0.0045940499556692,1
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0037479599316914,0.0069347431785181,1
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0037761330604553,0.0069635290848581,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0029860693832923,0.0045541587628816,0
69.333,70.667,0.1669999999999999,64.0,64.0,0.0,0.001,36,24,IP:TCP,11125.0,16671.75,0.0024528299059186,0.0037299550097921,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0038076738516489,0.0069292093578137,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0041184624036153,0.0073623155292711,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0029732441080027,0.0045346837294729,0
70.0,70.6,0.2,64.0,64.0,0.001,0.043,25,20,IP:TCP,13249.6,16671.75,0.0038819114367167,0.0071452667838648,1
66.0,66.0,0.5,64.0,64.0,0.0,0.0,2,1,IP:TCP,502.0,501.0,0.0003299713134765,,0
70.0,70.6,0.2,64.0,64.0,0.001,0.042,25,20,IP:TCP,13249.6,16671.75,0.0037460426489512,0.0069354207892166,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.003807375828425,0.0069328860232704,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0037247041861216,0.0069576313621119,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0039881269137064,0.0072281109659295,0
70.0,70.6,0.2,64.0,64.0,0.0,0.046,25,20,IP:TCP,13249.6,16671.75,0.0036787887414296,0.0069336765690853,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0037262837092081,0.0069616342845715,0
70.0,70.81,0.2,64.0,64.0,0.002,0.046,100,79,IP:TCP,13249.6,16876.342,0.0049157479796746,0.0062364859458727,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0037207106749216,0.0069055306284051,0
70.0,70.6,0.2,64.0,64.0,0.001,0.044,25,20,IP:TCP,13249.6,16671.75,0.0037684142589569,0.0069318947039152,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0038809180259704,0.0071840035287957,0
70.0,70.6,0.2,64.0,64.0,0.0,0.042,25,20,IP:TCP,13249.6,16671.75,0.0038399100303649,0.0070662623957583,0
70.0,70.6,0.2,64.0,64.0,0.0,0.046,25,20,IP:TCP,13249.6,16671.75,0.0037235418955485,0.0069352074673301,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.003016027910956,0.0045999476784153,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.001,0.001,30,20,IP:TCP,11125.0,16671.75,0.0029784153247701,0.0045428903479325,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0040822923183441,0.0074532032012939,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0037587086359659,0.0069363117218017,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0030093028627592,0.0045901097749408,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0030050688776476,0.0045833713129947,0
72.667,68.0,0.0,64.0,64.0,0.0,0.028,3,4,IP:TCP,21748.0,16671.75,8.45193862915039e-05,0.0093133449554443,1
70.0,70.6,0.2,64.0,64.0,0.001,0.044,25,20,IP:TCP,13249.6,16671.75,0.0037899116675059,0.0069283184252287,0
70.0,70.6,0.2,64.0,64.0,0.001,0.044,25,20,IP:TCP,13249.6,16671.75,0.003770371278127,0.0069257836592824,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.001,0.0,30,20,IP:TCP,11125.0,16671.75,0.0029627619118526,0.0045189481032522,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0037487546602884,0.0069344796632465,0
70.0,70.6,0.2,64.0,64.0,0.001,0.044,25,20,IP:TCP,13249.6,16671.75,0.0038008391857147,0.006935998013145,0
192.0,85.0,0.0,64.0,64.0,0.0,0.001,2,1,IP:TCP,502.0,501.0,0.0007898807525634,,1
194.5,85.0,0.0,64.0,64.0,0.396,0.001,8,4,IP:TCP,502.0,501.0,0.0696102891649518,0.1471529801686605,1
70.0,70.6,0.2,64.0,64.0,0.001,0.044,25,20,IP:TCP,13249.6,16671.75,0.0036892890930175,0.0069193714543392,1
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0037523706754048,0.0070061558171322,0
70.0,70.6,0.2,64.0,64.0,0.0,0.045,25,20,IP:TCP,13249.6,16671.75,0.0043201247851053,0.0076834277102821,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.0,30,20,IP:TCP,11125.0,16671.75,0.0029420359381313,0.0044873639156943,0
192.25,85.0,0.0,64.0,64.0,0.021,0.0,4,2,IP:TCP,502.0,501.0,0.0072202682495117,0.0211670398712158,0
70.0,70.6,0.2,64.0,64.0,0.0,0.042,25,20,IP:TCP,13249.6,16671.75,0.0040920078754425,0.007329689828973,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0036979516347249,0.0069432635056345,0
69.333,70.6,0.1669999999999999,64.0,64.0,0.0,0.001,30,20,IP:TCP,11125.0,16671.75,0.0030536158331509,0.00465652817174,0
70.0,70.6,0.2,64.0,64.0,0.001,0.043,25,20,IP:TCP,13249.6,16671.75,0.0037247935930887,0.0069762656563206,0
70.0,70.6,0.2,64.0,64.0,0.0,0.046,25,20,IP:TCP,13249.6,16671.75,0.0037975907325744,0.0069195847762258,1
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.0039413372675577,0.0071431586616917,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0036890010039011,0.006799534747475,0
70.0,70.6,0.2,64.0,64.0,0.0,0.043,25,20,IP:TCP,13249.6,16671.75,0.003685454527537,0.0069395240984464,0
70.0,70.6,0.2,64.0,64.0,0.0,0.044,25,20,IP:TCP,13249.6,16671.75,0.0038828750451405,0.0071223158585397,0
