end,endOffset,rBytesSum,start,sBytesSum,startOffset,sPayloadSum,rPayloadSum,rPackets,sPackets,NST_B_Label
1663321213.653544,1534.143207,933,1663321213.203039,1239,1533.692702,147,153,15,21,0
1663321213.507988,1533.997651,1596,1663321213.015722,1040,1533.505385,208,192,27,16,0
1663321213.511099,1534.000762,1160,1663321213.021544,650,1533.511207,130,120,20,10,0
1663321214.206245,1534.695908,933,1663321213.802073,1239,1534.291736,147,153,15,21,0
1663321214.514483,1535.004146,1508,1663321214.014782,845,1534.504445,169,156,26,13,0
1663321214.522527,1535.01219,1056,1663321214.025939,650,1534.515602,130,120,18,10,0
1663321214.805749,1535.295412,933,1663321214.400668,1239,1534.890331,147,153,15,21,0
1663321215.015253,1535.504916,928,1663321214.515301,520,1535.004964,104,96,16,8,0
1663321215.515274,1536.004937,644,1663321215.015412,325,1535.505075,65,72,11,5,0
1663321215.01799,1535.507653,632,1663321214.565235,325,1535.054898,65,60,11,5,0
1663321215.413347,1535.90301,933,1663321215.004726,1239,1535.494389,147,153,15,21,0
1663321215.560579,1536.050242,476,1663321215.515945,390,1536.005608,78,60,8,6,0
1663321215.524692,1536.014355,580,1663321215.521192,325,1536.010855,65,60,10,5,0
1663321216.016314,1536.505977,933,1663321215.601188,1187,1536.090851,147,153,15,20,0
1663321216.518055,1537.007718,1456,1663321216.018091,845,1536.507754,169,156,25,13,0
1663321216.607083,1537.096746,933,1663321216.200863,1239,1536.690526,147,153,15,21,0
1663321216.521345,1537.011008,400,1663321216.518171,195,1537.007834,39,36,7,3,0
1663321216.525902,1537.015565,1160,1663321216.028275,650,1536.517938,130,120,20,10,0
1663321217.248735,1537.738398,933,1663321216.801546,1239,1537.291209,147,153,15,21,0
1663321217.513774,1538.003437,1492,1663321217.027541,1040,1537.517204,208,192,25,16,0
1663321217.815892,1538.305555,933,1663321217.401285,1239,1537.890948,147,153,15,21,0
1663321217.516106,1538.005769,1160,1663321217.037203,650,1537.526866,130,120,20,10,0
1663321218.015156,1538.504819,980,1663321217.557361,520,1538.047024,104,96,17,8,0
1663321218.017776,1538.507439,580,1663321218.01537,325,1538.505033,65,60,10,5,0
1663321218.45273,1538.942393,933,1663321218.00045,1239,1538.490113,147,153,15,21,0
1663321218.520042,1539.009705,928,1663321218.51364,520,1539.003303,104,96,16,8,0
1663321218.528743,1539.018406,580,1663321218.521417,325,1539.01108,65,60,10,5,0
1663321219.023807,1539.51347,933,1663321218.600752,1239,1539.090415,147,153,15,21,0
1663321219.064904,1539.554567,772,1663321219.014399,520,1539.504062,104,96,13,8,0
1663321219.073099,1539.562762,424,1663321219.024595,325,1539.514258,65,60,7,5,0
1663321219.649626,1540.139289,933,1663321219.201683,1239,1539.691346,147,153,15,21,0
1663321220.018206,1540.507869,1492,1663321219.528005,1040,1540.017668,208,192,25,16,0
1663321220.249142,1540.738805,933,1663321219.801117,1187,1540.29078,147,153,15,20,0
1663321220.022507,1540.51217,1160,1663321219.536081,650,1540.025744,130,120,20,10,0
1663321220.812122,1541.301785,933,1663321220.401379,1239,1540.891042,147,153,15,21,0
1663321220.526538,1541.016201,980,1663321220.060842,520,1540.550505,104,96,17,8,0
1663321221.512339,1542.002002,1224,1663321221.012394,715,1541.502057,143,132,21,11,0
1663321221.025046,1541.514709,1160,1663321220.526941,650,1541.016604,130,120,20,10,0
1663321221.407664,1541.897327,933,1663321221.001497,1187,1541.49116,147,153,15,20,0
1663321221.561048,1542.050711,632,1663321221.512445,325,1542.002108,65,60,11,5,0
1663321222.017734,1542.507397,812,1663321221.517892,455,1542.007555,91,84,14,7,0
1663321222.011744,1542.501407,933,1663321221.601067,1239,1542.09073,147,153,15,21,0
1663321222.610482,1543.100145,933,1663321222.200445,1239,1542.690108,147,153,15,21,0
1663321222.507624,1542.997287,1856,1663321222.014153,1040,1542.503816,208,192,32,16,0
1663321222.509315,1542.998978,928,1663321222.018314,520,1542.507977,104,96,16,8,0
1663321223.210422,1543.700085,933,1663321222.801543,1239,1543.291206,147,153,15,21,0
1663321223.804267,1544.29393,933,1663321223.401057,1239,1543.89072,147,153,15,21,0
1663321223.510526,1544.000189,1856,1663321223.014809,1040,1543.504472,208,192,32,16,0
1663321223.513435,1544.003098,1160,1663321223.017172,650,1543.506835,130,120,20,10,0
1663321224.512806,1545.002469,1456,1663321224.013741,780,1544.503404,156,156,25,12,0
1663321224.405474,1544.895137,933,1663321224.000287,1239,1544.48995,147,153,15,21,0
1663321224.51768,1545.007343,400,1663321224.513994,260,1545.003657,52,36,7,4,0
1663321224.522799,1545.012462,1108,1663321224.023809,650,1544.513472,130,120,19,10,0
1663321225.030892,1545.520555,933,1663321224.601677,1239,1545.09134,147,153,15,21,0
1663321211.361251,1531.850914,121,1663321211.360435,64,1531.850098,12,17,2,1,0
1663321225.517514,1546.007177,1804,1663321225.018108,1040,1545.507771,208,192,31,16,0
1663321225.648681,1546.138344,933,1663321225.201326,1239,1545.690989,147,153,15,21,0
1663321225.5227,1546.012363,1160,1663321225.024156,650,1545.513819,130,120,20,10,0
1663321226.026104,1546.515767,928,1663321225.561708,520,1546.051371,104,96,16,8,0
1663321226.209888,1546.699551,933,1663321225.800942,1239,1546.290605,147,153,15,21,0
1663321226.817361,1547.307024,933,1663321226.400917,1239,1546.89058,147,153,15,21,0
1663321226.52154,1547.011203,980,1663321226.069528,520,1546.559191,104,96,17,8,0
1663321226.525128,1547.014791,1160,1663321226.026636,650,1546.516299,130,120,20,10,0
1663321227.033689,1547.523352,928,1663321227.010294,520,1547.499957,104,96,16,8,0
1663321227.413405,1547.903068,933,1663321227.001843,1239,1547.491506,147,153,15,21,0
1663321227.522258,1548.011921,928,1663321227.51032,520,1547.999983,104,96,16,8,0
1663321227.526051,1548.015714,1160,1663321227.034125,650,1547.523788,130,120,20,10,0
1663321228.009285,1548.498948,933,1663321227.601299,1239,1548.090962,147,153,15,21,0
1663321228.610764,1549.100427,933,1663321228.200811,1239,1548.690474,147,153,15,21,0
1663321228.513756,1549.003419,1648,1663321228.022191,1040,1548.511854,208,192,28,16,0
1663321228.520571,1549.010234,1160,1663321228.028102,650,1548.517765,130,120,20,10,0
1663321229.206463,1549.696126,933,1663321228.8015,1187,1549.291163,147,153,15,20,0
1663321229.509825,1549.999488,1248,1663321229.010013,780,1549.499676,156,156,21,12,0
1663321229.803714,1550.293377,933,1663321229.400695,1239,1549.890358,147,153,15,21,0
1663321229.514517,1550.00418,1160,1663321229.028747,650,1549.51841,130,120,20,10,0
1663321230.007356,1550.497019,1328,1663321229.510106,780,1549.999769,156,132,23,12,0
1663321230.009686,1550.499349,580,1663321230.007419,325,1550.497082,65,60,10,5,0
1663321230.445208,1550.934871,933,1663321230.00085,1187,1550.490513,147,153,15,20,0
1663321230.50836,1550.998023,928,1663321230.506057,520,1550.99572,104,96,16,8,0
1663321230.510303,1550.999966,580,1663321230.508519,325,1550.998182,65,60,10,5,0
1663321231.005639,1551.495302,933,1663321230.600795,1239,1551.090458,147,153,15,21,0
1663321231.603425,1552.093088,933,1663321231.200711,1239,1551.690374,147,153,15,21,0
1663321231.50456,1551.994223,1856,1663321231.008104,1040,1551.497767,208,192,32,16,0
1663321231.50625,1551.995913,1160,1663321231.012384,650,1551.502047,130,120,20,10,0
1663321232.202365,1552.692028,933,1663321231.801615,1239,1552.291278,147,153,15,21,0
1663321232.049433,1552.539096,720,1663321232.003038,520,1552.492701,104,96,12,8,0
1663321232.508103,1552.997766,604,1663321232.008309,390,1552.497972,78,84,10,6,0
1663321232.812923,1553.302586,933,1663321232.400415,1239,1552.890078,147,153,15,21,0
1663321232.507316,1552.996979,928,1663321232.504971,520,1552.994634,104,96,16,8,0
1663321232.510334,1552.999997,400,1663321232.508356,260,1552.998019,52,36,7,4,0
1663321233.511521,1554.001184,1288,1663321233.011773,715,1553.501436,143,144,22,11,0
1663321233.521989,1554.011652,876,1663321233.021994,455,1553.511657,91,96,15,7,0
1663321233.456774,1553.946437,933,1663321233.001218,1239,1553.490881,147,153,15,21,0
1663321234.011865,1554.501528,980,1663321233.511955,585,1554.001618,117,96,17,9,0
1663321234.022159,1554.511822,812,1663321233.522397,455,1554.01206,91,84,14,7,0
1663321234.011197,1554.50086,933,1663321233.601408,1239,1554.091071,147,153,15,21,0
1663321234.512785,1555.002448,992,1663321234.013034,520,1554.502697,104,108,17,8,0
1663321234.611047,1555.10071,933,1663321234.202069,1239,1554.691732,147,153,15,21,0
1663321235.012875,1555.502538,580,1663321234.513082,325,1555.002745,65,60,10,5,0
1663321234.521786,1555.011449,632,1663321234.022538,390,1554.512201,78,60,11,6,0
1663321235.210927,1555.70059,933,1663321234.802479,1239,1555.292142,147,153,15,21,0
1663321235.513498,1556.003161,720,1663321235.013826,585,1555.503489,117,96,12,9,0
1663321235.521173,1556.010836,604,1663321235.021199,455,1555.510862,91,84,10,7,0
1663321235.804949,1556.294612,933,1663321235.401112,1239,1555.890775,147,153,15,21,0
1663321236.013362,1556.503025,760,1663321235.513939,390,1556.003602,78,84,13,6,0
1663321235.523253,1556.012916,400,1663321235.521209,195,1556.010872,39,36,7,3,0
1663321236.064672,1556.554335,812,1663321236.01396,520,1556.503623,104,84,14,8,0
1663321236.032715,1556.522378,580,1663321236.021716,325,1556.511379,65,60,10,5,0
1663321236.414109,1556.903772,933,1663321236.001388,1239,1556.491051,147,153,15,21,0
1663321236.529491,1557.019154,928,1663321236.516014,520,1557.005677,104,96,16,8,0
1663321236.534312,1557.023975,580,1663321236.530026,325,1557.019689,65,60,10,5,0
1663321237.065711,1557.555374,933,1663321236.600514,1187,1557.090177,147,153,15,20,0
1663321237.026006,1557.515669,928,1663321237.016934,520,1557.506597,104,96,16,8,0
1663321237.033066,1557.522729,580,1663321237.030955,325,1557.520618,65,60,10,5,0
1663321237.60761,1558.097273,933,1663321237.201849,1239,1557.691512,147,153,15,21,0
1663321238.0238,1558.513463,912,1663321237.52443,650,1558.014093,130,132,15,10,0
1663321238.033763,1558.523426,876,1663321237.533939,455,1558.023602,91,96,15,7,0
1663321238.212432,1558.702095,933,1663321237.80192,1239,1558.291583,147,153,15,21,0
1663321238.814938,1559.304601,933,1663321238.401371,1187,1558.891034,147,153,15,20,0
1663321238.519572,1559.009235,1560,1663321238.025863,910,1558.515526,182,156,27,14,0
1663321238.523761,1559.013424,864,1663321238.03413,520,1558.523793,104,84,15,8,0
1663321204.351819,1524.841482,121,1663321204.350131,64,1524.839794,12,17,2,1,0
1663321239.515218,1560.004881,1456,1663321239.015703,780,1559.505366,156,156,25,12,0
1663321239.406537,1559.8962,933,1663321239.001357,1239,1559.49102,147,153,15,21,0
1663321239.561325,1560.050988,400,1663321239.515706,260,1560.005369,52,36,7,4,0
1663321239.522927,1560.01259,1160,1663321239.023467,650,1559.51313,130,120,20,10,0
1663321240.061147,1560.55081,933,1663321239.601946,1187,1560.091609,147,153,15,20,0
1663321240.650043,1561.139706,933,1663321240.203566,1239,1560.693229,147,153,15,21,0
1663321240.520238,1561.009901,1856,1663321240.020584,1040,1560.510247,208,192,32,16,0
1663321240.523774,1561.013437,1108,1663321240.031095,650,1560.520758,130,120,19,10,0
1663321241.205071,1561.694734,933,1663321240.802279,1239,1561.291942,147,153,15,21,0
1663321241.861781,1562.351444,933,1663321241.4011,1239,1561.890763,147,153,15,21,0
1663321241.517243,1562.006906,1700,1663321241.020787,1040,1561.51045,208,192,29,16,0
1663321241.519486,1562.009149,1160,1663321241.030173,650,1561.519836,130,120,20,10,0
1663321242.40478,1562.894443,933,1663321242.003704,1239,1562.493367,147,153,15,21,0
1663321242.516643,1563.006306,1856,1663321242.022011,1040,1562.511674,208,192,32,16,0
1663321242.519506,1563.009169,1160,1663321242.034919,650,1562.524582,130,120,20,10,0
1663321243.010001,1563.499664,933,1663321242.602519,1239,1563.092182,147,153,15,21,0
1663321243.510811,1564.000474,1288,1663321243.011124,715,1563.500787,143,144,22,11,0
1663321243.60226,1564.091923,933,1663321243.201856,1187,1563.691519,147,153,15,20,0
1663321243.514914,1564.004577,516,1663321243.511201,325,1564.000864,65,48,9,5,0
1663321243.517044,1564.006707,1160,1663321243.026445,650,1563.516108,130,120,20,10,0
1663321244.205443,1564.695106,933,1663321243.800944,1239,1564.290607,147,153,15,21,0
1663321244.521491,1565.011154,1276,1663321244.022223,715,1564.511886,143,132,22,11,0
1663321198.468957,1518.95862,84,1663321198.468919,84,1518.958582,0,0,2,2,0
1663321244.529684,1565.019347,1108,1663321244.033661,650,1564.523324,130,120,19,10,0
1663321244.811633,1565.301296,933,1663321244.40079,1239,1564.890453,147,153,15,21,0
1663321245.014538,1565.504201,1404,1663321244.522413,845,1565.012076,169,156,24,13,0
1663321245.023992,1565.513655,632,1663321244.572688,325,1565.062351,65,60,11,5,0
1663321245.407789,1565.897452,933,1663321245.001862,1239,1565.491525,147,153,15,21,0
1663321245.517065,1566.006728,928,1663321245.509542,520,1565.999205,104,96,16,8,0
1663321245.527321,1566.016984,580,1663321245.517601,325,1566.007264,65,60,10,5,0
1663321246.014773,1566.504436,933,1663321245.601614,1239,1566.091277,147,153,15,21,0
1663321246.614585,1567.104248,933,1663321246.201257,1239,1566.69092,147,153,15,21,0
1663321246.509876,1566.999539,1856,1663321246.012489,1040,1566.502152,208,192,32,16,0
1663321246.512144,1567.001807,1056,1663321246.018124,650,1566.507787,130,120,18,10,0
1663321247.205239,1567.694902,933,1663321246.801728,1239,1567.291391,147,153,15,21,0
1663321247.064802,1567.554465,720,1663321247.011588,520,1567.501251,104,96,12,8,0
1663321247.029133,1567.518796,580,1663321247.02376,325,1567.513423,65,60,10,5,0
1663321247.817772,1568.307435,933,1663321247.401337,1187,1567.891,147,153,15,20,0
1663321248.017204,1568.506867,1172,1663321247.517606,715,1568.007269,143,132,20,11,0
1663321248.517135,1569.006798,1068,1663321248.017647,715,1568.50731,143,132,18,11,0
1663321248.023838,1568.513501,1160,1663321247.528834,650,1568.018497,130,120,20,10,0
1663321248.4082,1568.897863,933,1663321248.007682,1239,1568.497345,147,153,15,21,0
1663321249.014167,1569.50383,644,1663321248.517677,325,1569.00734,65,72,11,5,0
1663321248.526455,1569.016118,580,1663321248.519701,325,1569.009364,65,60,10,5,0
1663321249.010275,1569.499938,933,1663321248.601363,1239,1569.091026,147,153,15,21,0
1663321249.518843,1570.008506,824,1663321249.01886,585,1569.508523,117,96,14,9,0
1663321249.522505,1570.012168,696,1663321249.022682,390,1569.512345,78,72,12,6,0
1663321249.605874,1570.095537,933,1663321249.202496,1239,1569.692159,147,153,15,21,0
1663321250.215407,1570.70507,933,1663321249.800986,1239,1570.290649,147,153,15,21,0
1663321250.010577,1570.50024,1392,1663321249.519188,780,1570.008851,156,144,24,12,0
1663321250.012041,1570.501704,1044,1663321249.522907,585,1570.01257,117,108,18,9,0
1663321250.805582,1571.295245,933,1663321250.401194,1239,1570.890857,147,153,15,21,0
1663321250.56066,1571.050323,616,1663321250.512688,520,1571.002351,104,96,10,8,0
1663321250.524332,1571.013995,580,1663321250.521192,325,1571.010855,65,60,10,5,0
1663321239.398838,1559.888501,121,1663321239.397727,64,1559.88739,12,17,2,1,0
1663321251.028293,1571.517956,928,1663321251.016425,520,1571.506088,104,96,16,8,0
1663321251.528258,1572.017921,876,1663321251.028642,455,1571.518305,91,96,15,7,0
1663321251.406902,1571.896565,933,1663321251.003367,1239,1571.49303,147,153,15,21,0
1663321252.022492,1572.512155,760,1663321251.52869,520,1572.018353,104,84,13,8,0
1663321252.014848,1572.504511,933,1663321251.601492,1239,1572.091155,147,153,15,21,0
1663321252.014132,1572.503795,1856,1663321251.521555,1040,1572.011218,208,192,32,16,0
1663321252.605333,1573.094996,933,1663321252.202449,1239,1572.692112,147,153,15,21,0
1663321252.517836,1573.007499,928,1663321252.510086,520,1572.999749,104,96,16,8,0
1663321252.520667,1573.01033,632,1663321252.065323,325,1572.554986,65,60,11,5,0
1663321253.205946,1573.695609,933,1663321252.802862,1239,1573.292525,147,153,15,21,0
1663321253.805414,1574.295077,933,1663321253.40121,1239,1573.890873,147,153,15,21,0
1663321253.515961,1574.005624,1856,1663321253.01698,1040,1573.506643,208,192,32,16,0
1663321253.519199,1574.008862,1160,1663321253.030745,650,1573.520408,130,120,20,10,0
1663321254.405737,1574.8954,933,1663321254.000924,1239,1574.490587,147,153,15,21,0
1663321254.506314,1574.995977,1856,1663321254.01846,1040,1574.508123,208,192,32,16,0
1663321254.507869,1574.997532,1160,1663321254.030069,650,1574.519732,130,120,20,10,0
1663321255.007463,1575.497126,933,1663321254.600279,1239,1575.089942,147,153,15,21,0
1663321255.013893,1575.503556,928,1663321255.008345,520,1575.498008,104,96,16,8,0
1663321255.023961,1575.513624,580,1663321255.014066,325,1575.503729,65,60,10,5,0
1663321255.607872,1576.097535,933,1663321255.201174,1239,1575.690837,147,153,15,21,0
1663321255.519631,1576.009294,928,1663321255.511274,520,1576.000937,104,96,16,8,0
1663321255.564899,1576.054562,476,1663321255.520311,325,1576.009974,65,60,8,5,0
1663321256.203704,1576.693367,933,1663321255.800433,1239,1576.290096,147,153,15,21,0
1663321256.80362,1577.293283,933,1663321256.401286,1239,1576.890949,147,153,15,21,0
1663321256.513933,1577.003596,1804,1663321256.014417,1040,1576.50408,208,192,31,16,0
1663321256.51563,1577.005293,1160,1663321256.02751,650,1576.517173,130,120,20,10,0
1663321257.408228,1577.897891,933,1663321257.000183,1239,1577.489846,147,153,15,21,0
1663321257.508396,1577.998059,1856,1663321257.016881,1040,1577.506544,208,192,32,16,0
1663321257.510096,1577.999759,1160,1663321257.024437,650,1577.5141,130,120,20,10,0
1663321258.010833,1578.500496,933,1663321257.600452,1239,1578.090115,147,153,15,21,0
1663321258.010098,1578.499761,928,1663321258.007806,520,1578.497469,104,96,16,8,0
1663321258.011805,1578.501468,580,1663321258.010241,325,1578.499904,65,60,10,5,0
1663321258.660886,1579.150549,933,1663321258.200631,1239,1578.690294,147,153,15,21,0
1663321258.519077,1579.00874,928,1663321258.510873,520,1579.000536,104,96,16,8,0
1663321258.523245,1579.012908,580,1663321258.519612,325,1579.009275,65,60,10,5,0
1663321259.201174,1579.690837,933,1663321258.801386,1239,1579.291049,147,153,15,21,0
1663321259.506034,1579.995697,1856,1663321259.012484,1040,1579.502147,208,192,32,16,0
1663321259.803781,1580.293444,933,1663321259.401048,1187,1579.890711,147,153,15,20,0
1663321259.506937,1579.9966,1108,1663321259.029695,650,1579.519358,130,120,19,10,0
1663321260.057672,1580.547335,616,1663321260.003475,520,1580.493138,104,96,10,8,0
1663321260.510031,1580.999694,952,1663321260.01587,650,1580.505533,130,120,16,10,0
1663321260.402199,1580.891862,933,1663321260.005082,1239,1580.494745,147,153,15,21,0
1663321261.005692,1581.495355,1456,1663321260.505832,780,1580.995495,156,156,25,12,0
1663321261.003943,1581.493606,933,1663321260.60049,1239,1581.090153,147,153,15,21,0
1663321261.010471,1581.500134,632,1663321260.552534,325,1581.042197,65,60,11,5,0
1663321261.604439,1582.094102,933,1663321261.202236,1239,1581.691899,147,153,15,21,0
1663321261.505545,1581.995208,1328,1663321261.00584,780,1581.495503,156,132,23,12,0
1663321261.50681,1581.996473,580,1663321261.505665,325,1581.995328,65,60,10,5,0
1663321262.206091,1582.695754,933,1663321261.801451,1239,1582.291114,147,153,15,21,0
1663321225.379518,1545.869181,121,1663321225.377537,64,1545.8672,12,17,2,1,0
1663321262.033311,1582.522974,928,1663321262.013839,520,1582.503502,104,96,16,8,0
1663321262.04558,1582.535243,580,1663321262.033502,325,1582.523165,65,60,10,5,0
1663321262.801959,1583.291622,933,1663321262.402503,1239,1582.892166,147,153,15,21,0
1663321262.576536,1583.066199,616,1663321262.518829,520,1583.008492,104,96,10,8,0
1663321263.027534,1583.517197,1160,1663321262.535105,650,1583.024768,130,120,20,10,0
1663321263.407369,1583.897032,933,1663321263.003521,1239,1583.493184,147,153,15,21,0
1663321263.512772,1584.002435,1856,1663321263.022341,1040,1583.512004,208,192,32,16,0
1663321263.516366,1584.006029,580,1663321263.512947,325,1584.00261,65,60,10,5,0
1663321264.053164,1584.542827,933,1663321263.600653,1187,1584.090316,147,153,15,20,0
1663321264.510046,1584.999709,1160,1663321264.010451,650,1584.500114,130,120,20,10,0
1663321264.607943,1585.097606,933,1663321264.200831,1239,1584.690494,147,153,15,21,0
1663321264.516119,1585.005782,1004,1663321264.02023,650,1584.509893,130,120,17,10,0
1663321265.203764,1585.693427,933,1663321264.801577,1239,1585.29124,147,153,15,21,0
1663321265.005711,1585.495374,1624,1663321264.510483,910,1585.000146,182,168,28,14,0
1663321265.007857,1585.49752,580,1663321265.005811,325,1585.495474,65,60,10,5,0
1663321265.805183,1586.294846,933,1663321265.401618,1187,1585.891281,147,153,15,20,0
1663321265.553509,1586.043172,928,1663321265.504631,520,1585.994294,104,96,16,8,0
1663321265.510574,1586.000237,580,1663321265.509661,325,1585.999324,65,60,10,5,0
1663321266.405972,1586.895635,933,1663321266.008885,1239,1586.498548,147,153,15,21,0
1663321266.512366,1587.002029,1856,1663321266.013824,1040,1586.503487,208,192,32,16,0
1663321266.515006,1587.004669,1160,1663321266.028814,650,1586.518477,130,120,20,10,0
1663321267.015923,1587.505586,933,1663321266.601231,1239,1587.090894,147,153,15,21,0
1663321267.513291,1588.002954,1224,1663321267.013778,650,1587.503441,130,132,21,10,0
1663321267.520936,1588.010599,760,1663321267.022549,390,1587.512212,78,84,13,6,0
1663321267.611866,1588.101529,933,1663321267.201683,1239,1587.691346,147,153,15,21,0
1663321268.209473,1588.699136,933,1663321267.802156,1239,1588.291819,147,153,15,21,0
1663321268.010476,1588.500139,1352,1663321267.513911,910,1588.003574,182,156,23,14,0
1663321268.01221,1588.501873,980,1663321267.523242,585,1588.012905,117,96,17,9,0
1663321268.8532,1589.342863,933,1663321268.401312,1239,1588.890975,147,153,15,21,0
1663321269.011343,1589.501006,992,1663321268.511795,520,1589.001458,104,108,17,8,0
1663321269.0198,1589.509463,1004,1663321268.520756,585,1589.010419,117,120,17,9,0
1663321269.015343,1589.505006,864,1663321269.011829,520,1589.501492,104,84,15,8,0
1663321269.524513,1590.014176,516,1663321269.02486,325,1589.514523,65,48,9,5,0
1663321269.414468,1589.904131,933,1663321269.001116,1239,1589.490779,147,153,15,21,0
1663321269.56544,1590.055103,668,1663321269.515596,520,1590.005259,104,96,11,8,0
1663321269.525004,1590.014667,116,1663321269.52488,65,1590.014543,13,12,2,1,0
1663321270.025368,1590.515031,933,1663321269.601174,1187,1590.090837,147,153,15,20,0
1663321270.516762,1591.006425,1364,1663321270.016942,910,1590.506605,182,168,23,14,0
1663321270.648786,1591.138449,933,1663321270.202061,1187,1590.691724,147,153,15,20,0
1663321270.561845,1591.051508,180,1663321270.517313,130,1591.006976,26,24,3,2,0
1663321270.522364,1591.012027,1160,1663321270.032931,650,1590.522594,130,120,20,10,0
1663321271.215755,1591.705418,933,1663321270.800527,1187,1591.29019,147,153,15,20,0
1663321271.809988,1592.299651,933,1663321271.40323,1239,1591.892893,147,153,15,21,0
1663321271.507983,1591.997646,1856,1663321271.020782,1040,1591.510445,208,192,32,16,0
1663321271.509737,1591.9994,1160,1663321271.029884,650,1591.519547,130,120,20,10,0
1663321272.517495,1593.007158,1224,1663321272.017799,650,1592.507462,130,132,21,10,0
1663321272.024258,1592.513921,580,1663321272.022219,325,1592.511882,65,60,10,5,0
1663321272.454645,1592.944308,933,1663321272.001081,1187,1592.490744,147,153,15,20,0
1663321273.017883,1593.507546,1044,1663321272.518223,585,1593.007886,117,108,18,9,0
1663321272.525712,1593.015375,580,1663321272.522485,325,1593.012148,65,60,10,5,0
1663321273.064668,1593.554331,933,1663321272.601312,1187,1593.090975,147,153,15,20,0
1663321273.518075,1594.007738,1068,1663321273.018244,715,1593.507907,143,132,18,11,0
1663321273.610522,1594.100185,933,1663321273.202875,1239,1593.692538,147,153,15,21,0
1663321274.018153,1594.507816,464,1663321273.518291,260,1594.007954,52,48,8,4,0
1663321273.522349,1594.012012,1160,1663321273.023242,650,1593.512905,130,120,20,10,0
1663321274.257809,1594.747472,933,1663321273.801211,1239,1594.290874,147,153,15,21,0
1663321274.51718,1595.006843,1508,1663321274.018473,845,1594.508136,169,156,26,13,0
1663321274.812729,1595.302392,933,1663321274.400937,1239,1594.8906,147,153,15,21,0
1663321275.018615,1595.508278,284,1663321274.519167,195,1595.00883,39,24,5,3,0
1663321274.523215,1595.012878,1160,1663321274.023232,650,1594.512895,130,120,20,10,0
1663321262.423634,1582.913297,121,1663321262.42269,64,1582.912353,12,17,2,1,0
1663321275.413662,1595.903325,933,1663321275.00302,1239,1595.492683,147,153,15,21,0
1663321275.518984,1596.008647,1624,1663321275.022721,910,1595.512384,182,168,28,14,0
1663321275.521734,1596.011397,1160,1663321275.030825,650,1595.520488,130,120,20,10,0
1663321276.017165,1596.506828,933,1663321275.601269,1187,1596.090932,147,153,15,20,0
1663321276.50921,1596.998873,992,1663321276.009505,520,1596.499168,104,108,17,8,0
1663321276.020086,1596.509749,580,1663321276.014448,325,1596.504111,65,60,10,5,0
1663321276.606118,1597.095781,933,1663321276.201493,1239,1596.691156,147,153,15,21,0
1663321276.519519,1597.009182,864,1663321276.510895,520,1597.000558,104,84,15,8,0
1663321276.522321,1597.011984,580,1663321276.519861,325,1597.009524,65,60,10,5,0
1663321277.205373,1597.695036,933,1663321276.801976,1239,1597.291639,147,153,15,21,0
1663321277.51288,1598.002543,1224,1663321277.013132,650,1597.502795,130,132,21,10,0
1663321277.805736,1598.295399,933,1663321277.401517,1239,1597.89118,147,153,15,21,0
1663321277.520026,1598.009689,632,1663321277.513561,390,1598.003224,78,60,11,6,0
1663321277.524155,1598.013818,1160,1663321277.029098,650,1597.518761,130,120,20,10,0
1663321278.514425,1599.004088,796,1663321278.014743,585,1598.504406,117,120,13,9,0
1663321278.525252,1599.014915,592,1663321278.025354,325,1598.515017,65,72,10,5,0
1663321278.407255,1598.896918,933,1663321278.001682,1239,1598.491345,147,153,15,21,0
1663321279.014591,1599.504254,760,1663321278.515212,455,1599.004875,91,84,13,7,0
1663321278.526153,1599.015816,516,1663321278.525359,325,1599.015022,65,48,9,5,0
1663321279.015992,1599.505655,933,1663321278.602371,1239,1599.092034,147,153,15,21,0
1663321279.515526,1600.005189,1108,1663321279.015758,650,1599.505421,130,120,19,10,0
1663321279.606709,1600.096372,933,1663321279.202027,1239,1599.69169,147,153,15,21,0
1663321279.565678,1600.055341,372,1663321279.515878,390,1600.005541,78,60,6,6,0
1663321279.528451,1600.018114,1160,1663321279.032048,650,1599.521711,130,120,20,10,0
1663321280.206448,1600.696111,933,1663321279.800676,1187,1600.290339,147,153,15,20,0
1663321280.518793,1601.008456,1416,1663321280.018818,910,1600.508481,182,168,24,14,0
1663321280.813698,1601.303361,933,1663321280.400359,1239,1600.890022,147,153,15,21,0
1663321281.016957,1601.50662,348,1663321280.518836,130,1601.008499,26,36,6,2,0
1663321280.525956,1601.015619,1160,1663321280.035492,650,1600.525155,130,120,20,10,0
1663321281.519089,1602.008752,1508,1663321281.019521,910,1601.509184,182,156,26,14,0
1663321281.405892,1601.895555,933,1663321281.000725,1239,1601.490388,147,153,15,21,0
1663321282.015925,1602.505588,528,1663321281.521208,325,1602.010871,65,60,9,5,0
1663321281.527549,1602.017212,1004,1663321281.031792,650,1601.521455,130,120,17,10,0
1663321282.020221,1602.509884,933,1663321281.602052,1239,1602.091715,147,153,15,21,0
1663321275.443177,1595.93284,121,1663321275.437526,64,1595.927189,12,17,2,1,0
1663321282.60425,1603.093913,933,1663321282.201799,1239,1602.691462,147,153,15,21,0
1663321282.511933,1603.001596,1508,1663321282.025078,845,1602.514741,169,156,26,13,0
1663321282.513697,1603.00336,1160,1663321282.031153,650,1602.520816,130,120,20,10,0
